series_id,param,param_label,coef,se,pvalue,xbar
pooled_adjusted,avg_d,Pooled difficulty D (V+BK+M),-.0257936913832863,.0228595250464247,.2713245661230912,9.116751912352933
three_leg_adjusted,avg_v,V (vocabulary),-.0574699315616109,.088522723801882,.5229225409960387,3.338699210238793
three_leg_adjusted,avg_b,BK (background knowledge),.1129896079655575,.104324375464576,.2905097236357362,2.3813909044385
three_leg_adjusted,avg_m,M (meaning),-.3331231778108853,.1324800144754136,.0197309242699498,3.39666179871895
vocab_adjusted,avg_v,V (vocabulary),-.0491537443337639,.0472624778100281,.3096279336806253,3.338699210238793
bk_adjusted,avg_b,BK (background knowledge),-.0397712703893201,.0608435215384104,.5201021329001863,2.3813909044385
meaning_adjusted,avg_m,M (meaning),-.2788696126447783,.0958232425045238,.0081121857726003,3.39666179871895
genre_adjusted,avg_v,V (vocabulary),-.2201254885108776,.0905375038416366,.0236446542606431,3.338699210238793
genre_adjusted,avg_b,BK (background knowledge),-.0398346779256287,.132674788305761,.7668105574481615,2.3813909044385
genre_adjusted,avg_m,M (meaning),.2452969789341041,.2771684145290094,.3857218040095913,3.39666179871895
genre_adjusted,share_literary,Literary share,.3653054446604582,.2023687098786743,.0847572900159635,.6685008171578528
genre_adjusted,share_fiction,Fiction share,-.596005255169603,.2909143174920376,.0526031794377366,.1735309983643008
textstat_adjusted,avg_textstat,Textstat readability (z),-.0551780949855945,.0372991922166466,.1532277091378319,-.8936883419892111
czi_adjusted,avg_czi,CZI complexity (z),-.0547354234680074,.0407346252886272,.1927388327026817,-.8023473407482429
lexile_adjusted,avg_lexile,Published Lexile (z),.0649694341196874,.0472044381361716,.1855978311657375,-.5948431808159789
atos_adjusted,avg_atos,Published ATOS (z),.0717829844881545,.0562632253035213,.2202230411315442,-.9177612187499999
clear_adjusted,avg_clear,CLEAR-calibrated readability (z),-.0981944248005393,.0252384594418459,.000787121149667,-.8770351334785129
